번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
663,090370,메타랩스,031401,봉제의복 제조업,"52,308,986","26,154,493,000","500",원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동) ,2298
664,059210,메타바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500","500",원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,2298
665,058110,멕아이씨에스,032701,의료용 기기 제조업,"5,361,500","2,680,750,000","500",원(KRW),070) 7119-2520,경기도 파주시 상지석길 21 ,2298
666,096640,멜파스,032602,전자부품 제조업,"22,263,838","11,131,919,000","500",원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,2298
667,017180,명문제약,032102,의약품 제조업,"24,540,000","12,270,000,000","500",원(KRW),031-350-4000,경기도 화성시  향남읍 제약공단2길 26 ,2298
668,257370,명성티엔에스,032902,특수 목적용 기계 제조업,"6,370,000","3,185,000,000","500",원(KRW),053-582-3577,대구광역시 달서구 성서공단로25길 16 &nbsp,2298
669,267060,명진홀딩스,031002,수산물 가공 및 저장 처리업,"7,175,592","3,587,796,000","500",원(KRW),070-7561-9468,서울특별시 서초구 서초중앙로 41대성빌딩 9층 ,2298
670,012690,모나리자,031709,기타 종이 및 판지 제품 제조업,"36,571,255","18,885,627,500","500",원(KRW),02-829-8800,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자,2298
671,005360,모나미,074604,생활용품 도매업,"18,897,307","18,897,307,000","1,000",원(KRW),031-216-0153,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",2298
672,149940,모다,032604,통신 및 방송 장비 제조업,"21,160,409","10,580,204,500","500",원(KRW),02-523-7677,서울특별시 강남구 삼성로 570 석천빌딩 6층 ,2298
673,080420,모다이노칩,074704,"섬유, 의복, 신발 및 가죽제품 소매업","79,721,622","39,860,811,000","500",원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,2298
674,080160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000","500",원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,2298
675,204210,모두투어리츠,126801,부동산 임대 및 공급업,"7,826,815","39,134,075,000","5,000",원(KRW),02-6253-5911,"서울특별시 중구 퇴계로 173 12층(충무로3가, 남산스퀘어)",2298
676,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000","500",원(KRW),02-2051-4151,"서울특별시 강남구 강남대로 330(역삼동, 우덕빌딩 5층) ",2298
677,087260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"15,000,000","7,500,000,000","500",원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,2298
678,101330,모베이스,032604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000","500",원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,2298
679,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400","100",원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,2298
680,033200,모아텍,032602,전자부품 제조업,"14,331,185","7,665,592,500","500",원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,2298
681,009680,모토닉,033003,자동차 신품 부품 제조업,"33,000,000","16,500,000,000","500",원(KRW),053-589-6262,"서울특별시 중구 청계천로 100 동관 9층(수표동, 시그니쳐타워)",2298
682,118990,모트렉스,033003,자동차 신품 부품 제조업,"27,250,545","2,725,054,500","100",원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,2298
683,006920,모헨즈,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000","500",원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,2298
684,009580,무림P&P,031701,"펄프, 종이 및 판지 제조업","62,368,324","155,920,810,000","2,500",원(KRW),052-231-7000,울산광역시 울주군  온산읍 우봉길 3-36 ,2298
685,001810,무림SP,031701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000","500",원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,2298
686,009200,무림페이퍼,031701,"펄프, 종이 및 판지 제조업","41,609,310","104,023,275,000","2,500",원(KRW),055-751-1234,경상남도 진주시  남강로 1003 (상평동),2298
687,033920,무학,031101,알코올음료 제조업,"28,500,000","5,700,000,000","200",원(KRW),1588-2226,경상남도 창원시 마산회원구  봉암공단2길 6 ,2298
688,008420,문배철강,032401,1차 철강 제조업,"20,503,505","10,251,752,500","500",원(KRW),02-758-6640,서울특별시 동작구 동작대로 35 - ,2298
689,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"3,680,381","1,840,190,500","500",원(KRW),02-6429-7100,"경기도 성남시 분당구 성남대로925번길 41, 4층(야탑동, 파인벤처빌딩) ",2298
690,028040,미래SCI,032309,기타 비금속 광물제품 제조업,"35,017,261","17,508,630,500","500",원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,2298
691,095500,미래나노텍,032202,플라스틱제품 제조업,"23,289,533","11,644,766,500","500",원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),2298
692,025560,미래산업,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","634,818,400","63,481,840,000","100",원(KRW),041-621-5070,충청남도 천안시 서북구 백석공단7로 65 (백석동),2298
693,218150,미래생명자원,031008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800","100",원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",2298
694,007120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","129,484,148","12,948,414,800","100",원(KRW),02-3470-4400,서울특별시 강남구 도산대로 514 청담동,2298
695,006800,미래에셋대우,116601,금융 지원 서비스업,"658,316,408","4,101,960,790,000","5,000",원(KRW),02-768-3355,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,2298
696,265480,미래에셋대우스팩1호,116601,금융 지원 서비스업,"4,840,000","484,000,000","100",원(KRW),02-3774-7171,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관 &nbsp,2298
697,310200,미래에셋대우스팩2호,116601,금융 지원 서비스업,"3,050,000","305,000,000","100",원(KRW),02-3774-7117,서울특별시 중구 을지로5길 26 미래에셋센터원 &nbsp,2298
698,100790,미래에셋벤처투자,116409,기타 금융업,"30,667,215","31,167,215,000","1,000",원(KRW),070-4800-2104,경기도 성남시 분당구 판교역로241번길 20 ,2298
699,085620,미래에셋생명,116501,보험업,"177,016,189","885,080,945,000","5,000",원(KRW),02-1588-0220,서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 ,2298
700,049950,미래컴퍼니,032902,특수 목적용 기계 제조업,"8,144,232","4,072,116,000","500",원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,2298
701,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000","500",원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,2298
702,207760,미스터블루,106309,기타 정보 서비스업,"24,505,004","2,450,500,400","100",원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",2298
703,225850,미애부,074604,생활용품 도매업,"3,332,333","1,666,166,500","500",원(KRW),1577-1401,"경기도 성남시 중원구 갈마치로 215, 금강펜테리움IT타워 에이동-808 (상대원동) ",2298
704,002840,미원상사,032004,기타 화학제품 제조업,"5,034,823","29,291,895,000","5,000",원(KRW),031-472-9120,경기도 안산시 단원구  원시로 49 (목내동) ,2298
705,268280,미원에스씨,032001,기초 화학물질 제조업,"5,267,891","2,633,945,500","500",원(KRW),063-260-1500,전라북도 완주군 봉동읍 완주산단1로 167 ,2298
706,107590,미원홀딩스,116409,기타 금융업,"2,331,774","1,315,887,000","500",원(KRW),031-479-9313,경기도 용인시 수지구 포은대로59번길 20 -,2298
707,134380,미원화학,032004,기타 화학제품 제조업,"2,189,904","2,394,716,000","1,000",원(KRW),031-479-9200,울산광역시 남구  장생포로 247 ,2298
708,003650,미창석유공업,031902,석유 정제품 제조업,"1,739,672","8,698,360,000","5,000",원(KRW),051-403-6441,부산광역시 영도구 해양로 241 미창석유 ,2298
709,059090,미코,032601,반도체 제조업,"31,316,603","15,658,301,500","500",원(KRW),031-670-5800,경기도 안성시 공단로 100 ,2298
710,214610,미코바이오메드,032701,의료용 기기 제조업,"12,199,116","6,099,558,000","500",원(KRW),070-5227-6000,"경기도 성남시 수정구 창업로 54 가동 3층, 4층(시흥동, LH기업성장센터)",2298
711,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000","500",원(KRW),02-515-2864,서울특별시 강남구 학동로 343 더피나클강남 6층 ,2298
712,214180,민앤지,106309,기타 정보 서비스업,"12,682,476","6,341,238,000","500",원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,2298
713,155900,바다로19호,147601,운송장비 임대업,"15,200,004","76,000,020,000","5,000",원(KRW),02-3210-3333,"제주특별자치도 제주시 연삼로 473 (이도이동,산업경제진흥원) ",2298
714,206640,바디텍메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,468,542","23,468,542,000","1,000",원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,2298
715,018700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,417,365","16,417,365,000","1,000",원(KRW),02  -596-4411,"경기도 성남시 분당구 판교로 253 201호(삼평동, 이노밸리A동) ",2298
716,035620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,"70,612,278","35,306,139,000","500",원(KRW),070-7609-1404,서울특별시 용산구 한남대로 130 볼보빌딩 3층 ,2298
717,064520,바른전자,032601,반도체 제조업,"13,283,902","6,641,951,000","500",원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,2298
718,029480,바른테크놀로지,032604,통신 및 방송 장비 제조업,"43,935,285","21,967,642,500","500",원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워) ",2298
719,053030,바이넥스,032102,의약품 제조업,"31,741,048","15,870,524,000","500",원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,2298
720,064550,바이오니아,032103,의료용품 및 기타 의약 관련제품 제조업,"22,218,419","11,109,209,500","500",원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,2298
721,208710,바이오로그디바이스,032602,전자부품 제조업,"28,870,357","2,887,035,700","100",원(KRW),031-831-3696,경기도 화성시 동탄면 동탄기흥로 64-10 3층,2298
722,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"17,682,985","8,841,492,500","500",원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",2298
723,065940,바이오빌,032001,기초 화학물질 제조업,"43,987,186","21,993,593,000","500",원(KRW),(055)385-1500,경상남도 양산시 두전길 94 ,2298
724,086820,바이오솔루션,032101,기초 의약물질 및 생물학적 제제 제조업,"7,982,376","3,991,188,000","500",원(KRW),02-3446-8884,"서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)",2298
725,038460,바이오스마트,032602,전자부품 제조업,"20,014,594","10,007,297,000","500",원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,2298
726,281310,바이오시네틱스,137001,자연과학 및 공학 연구개발업,"2,618,890","1,309,445,000","500",원(KRW),02-2113-1285,"서울특별시 금천구 가산디지털2로 184, 708호(가산동, 벽산디지털밸리 2차) ",2298
727,044480,바이오제네틱스,032201,고무제품 제조업,"12,285,487","6,142,743,500","500",원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,2298
728,216400,바이오코아,137001,자연과학 및 공학 연구개발업,"6,905,676","3,452,838,000","500",원(KRW),02-2027-6200,서울특별시 금천구 디지털로9길 33 ,2298
729,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,587,623","7,293,811,500","500",원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,2298
730,199290,바이오프로테크,032701,의료용 기기 제조업,"3,205,690","1,602,845,000","500",원(KRW),033-735-7720,강원도 원주시 문막읍 동화공단로 151-3(동화첨단의료기기산업단지) ,2298
731,032980,바이온,074603,음·식료품 및 담배 도매업,"47,604,597","23,802,298,500","500",원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144 ,2298
732,222160,바이옵트로,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","5,637,326","2,818,663,000","500",원(KRW),031-8005-5155,경기도 용인시 기흥구 탑실로58번길 14 ,2298
733,043150,바텍,032701,의료용 기기 제조업,"14,854,256","7,427,128,000","500",원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,2298
734,003610,방림,031302,직물직조 및 직물제품 제조업,"42,314,090","21,157,045,000","500",원(KRW),02-2085-2114,서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층,2298
735,267790,배럴,031401,봉제의복 제조업,"7,818,100","3,909,050,000","500",원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",2298
736,001340,백광산업,032001,기초 화학물질 제조업,"44,918,407","22,459,203,500","500",원(KRW),02-2681-0136,전라북도 군산시  임해로 494-16 ,2298
737,014580,백광소재,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","27,583,100","13,791,550,000","500",원(KRW),02-3661-8018,서울특별시 강서구  공항대로 467 (등촌동) ,2298
738,046310,백금T&A,032604,통신 및 방송 장비 제조업,"15,407,187","7,703,593,500","500",원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",2298
739,035150,백산,032202,플라스틱제품 제조업,"24,200,000","14,000,000,000","500",원(KRW),031-499-0044-9,경기도 시흥시 공단1대로27번길 47 ,2298
740,036620,버추얼텍,074607,기타 전문 도매업,"46,171,847","23,085,923,500","500",원(KRW),02  -333 -3012,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) ",2298
741,066410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","23,447,181","11,723,590,500","500",원(KRW),(02)3452-5079,서울특별시 강남구 언주로135길 21 - ,2298
742,002410,범양건영,064101,건물 건설업,"24,831,812","24,831,812,000","1,000",원(KRW),041-573-5631,"충청남도 천안시 서북구 검은들1길 7 4층(불당동,포인트프라자)",2298
